loan_amnt,int_rate,term_in_months,grade,job_title,home_ownership,annual_inc,loan_status,purpose,did_default
3200,0.1825,36,D,Administrator,RENT,28800.0,Fully Paid,vacation,False
11950,0.1898999999999999,36,D,Engineer,OWN,100000.0,Fully Paid,debt_consolidation,False
6400,0.1629,36,D,Server,RENT,20000.0,Charged Off,debt_consolidation,True
30000,0.0789,36,A,Controller,MORTGAGE,83000.0,Fully Paid,debt_consolidation,False
12500,0.0975,36,B,Assistant Manager,RENT,49500.0,Fully Paid,debt_consolidation,False
15000,0.1075,36,B,General Manager,OWN,105000.0,Fully Paid,home_improvement,False
15000,0.1367,60,C,Manager,RENT,48000.0,Charged Off,credit_card,True
10275,0.1531,36,C,Supervisor,RENT,72000.0,Fully Paid,debt_consolidation,False
5000,0.0916,36,B,Sales Manager,MORTGAGE,62000.0,Fully Paid,credit_card,False
30000,0.1629,36,D,Teacher,OWN,123000.0,Charged Off,home_improvement,True
17325,0.2098999999999999,36,E,Paralegal,OWN,41600.0,Fully Paid,debt_consolidation,False
5000,0.0789,36,A,Teacher,MORTGAGE,110000.0,Fully Paid,other,False
20000,0.1629,36,D,Owner,MORTGAGE,80000.0,Fully Paid,debt_consolidation,False
15725,0.2098999999999999,60,E,Sales,RENT,65000.0,Charged Off,debt_consolidation,True
10000,0.0839,36,B,Supervisor,OWN,52000.0,Fully Paid,debt_consolidation,False
25475,0.0789,36,A,Owner,OWN,60000.0,Fully Paid,home_improvement,False
20000,0.0739,36,A,Server,RENT,55000.0,Fully Paid,credit_card,False
13500,0.0649,36,A,Manager,MORTGAGE,94000.0,Fully Paid,credit_card,False
7000,0.1147,36,B,Electrician,OWN,43160.0,Fully Paid,debt_consolidation,False
29500,0.0975,60,B,Office Manager,MORTGAGE,88000.0,Fully Paid,debt_consolidation,False
20000,0.2098999999999999,36,E,Nurse,RENT,70000.0,Charged Off,debt_consolidation,True
6000,0.1147,36,B,Teacher,RENT,50000.0,Fully Paid,credit_card,False
18000,0.1147,36,B,Supervisor,MORTGAGE,75000.0,Fully Paid,credit_card,False
20000,0.1898999999999999,36,D,Supervisor,RENT,52000.0,Charged Off,credit_card,True
5000,0.1299,36,C,Office Manager,RENT,70000.0,Fully Paid,credit_card,False
7500,0.0916,36,B,Owner,RENT,25000.0,Fully Paid,debt_consolidation,False
4200,0.1727,36,D,Driver,MORTGAGE,70000.0,Fully Paid,credit_card,False
12000,0.1531,36,C,Director,MORTGAGE,150000.0,Fully Paid,debt_consolidation,False
18000,0.1299,36,C,Branch Manager,RENT,125000.0,Charged Off,debt_consolidation,True
4000,0.0739,36,A,Electrician,MORTGAGE,50000.0,Fully Paid,credit_card,False
16000,0.0916,36,B,Nurse,MORTGAGE,55000.0,Fully Paid,credit_card,False
7000,0.1147,36,B,Owner,RENT,116000.0,Fully Paid,credit_card,False
9025,0.2398999999999999,36,E,Sales,OWN,65000.0,Charged Off,debt_consolidation,True
4475,0.2511,36,F,Account Manager,MORTGAGE,42000.0,Fully Paid,debt_consolidation,False
9600,0.1147,36,B,Teacher,MORTGAGE,43000.0,Fully Paid,debt_consolidation,False
20000,0.0739,36,A,Teacher,MORTGAGE,134000.0,Fully Paid,debt_consolidation,False
7150,0.1199,36,C,Electrician,MORTGAGE,103000.0,Charged Off,debt_consolidation,True
12350,0.2332,36,E,Supervisor,RENT,85000.0,Fully Paid,debt_consolidation,False
9000,0.1199,36,C,Nurse,MORTGAGE,70000.0,Fully Paid,home_improvement,False
2400,0.1147,36,B,Administrator,RENT,50000.0,Fully Paid,car,False
8500,0.1446,36,C,Driver,RENT,50000.0,Fully Paid,debt_consolidation,False
12000,0.0975,60,B,Teacher,RENT,48000.0,Charged Off,credit_card,True
20050,0.1629,36,D,Owner,MORTGAGE,45620.0,Fully Paid,debt_consolidation,False
6000,0.0739,36,A,Electrician,OWN,37000.0,Fully Paid,home_improvement,False
14025,0.1531,60,C,Driver,MORTGAGE,70000.0,Fully Paid,debt_consolidation,False
11875,0.0739,36,A,President,MORTGAGE,84000.0,Fully Paid,debt_consolidation,False
8000,0.1199,36,C,Driver,MORTGAGE,55000.0,Fully Paid,debt_consolidation,False
13000,0.1199,36,C,Manager,OWN,70000.0,Fully Paid,home_improvement,False
10000,0.1629,60,D,Manager,RENT,42000.0,Charged Off,debt_consolidation,True
20000,0.1075,36,B,Teacher,MORTGAGE,60000.0,Fully Paid,debt_consolidation,False
25200,0.1531,36,C,Nurse,MORTGAGE,65000.0,Fully Paid,debt_consolidation,False
22000,0.0739,36,A,Account Manager,RENT,139000.0,Fully Paid,debt_consolidation,False
22000,0.1199,36,C,Supervisor,RENT,50000.0,Charged Off,debt_consolidation,True
24000,0.1075,36,B,Project Manager,MORTGAGE,125000.0,Fully Paid,debt_consolidation,False
14000,0.1147,36,B,Manager,RENT,165000.0,Fully Paid,debt_consolidation,False
8200,0.1531,60,C,Administrative Assistant,MORTGAGE,35000.0,Fully Paid,debt_consolidation,False
20000,0.1629,36,D,Supervisor,MORTGAGE,65000.0,Charged Off,debt_consolidation,True
5600,0.1299,36,C,Sales,MORTGAGE,65000.0,Charged Off,debt_consolidation,True
18725,0.1299,36,C,President,MORTGAGE,100000.0,Fully Paid,debt_consolidation,False
20000,0.0739,36,A,Teacher,MORTGAGE,92000.0,Fully Paid,debt_consolidation,False
24000,0.0739,36,A,Administrative Assistant,MORTGAGE,100000.0,Fully Paid,debt_consolidation,False
10000,0.1629,36,D,Manager,RENT,30000.0,Fully Paid,debt_consolidation,False
13000,0.1999,60,D,Driver,MORTGAGE,52000.0,Charged Off,debt_consolidation,True
20000,0.0789,36,A,Teacher,RENT,68000.0,Fully Paid,debt_consolidation,False
33175,0.2511,60,F,CEO,MORTGAGE,250000.0,Fully Paid,debt_consolidation,False
25000,0.0739,36,A,Owner,MORTGAGE,91000.0,Charged Off,debt_consolidation,True
15000,0.1299,36,C,Teacher,RENT,53000.0,Fully Paid,debt_consolidation,False
24900,0.1727,36,D,Owner,RENT,105000.0,Fully Paid,small_business,False
8000,0.1446,36,C,Store Manager,RENT,33000.0,Fully Paid,credit_card,False
20000,0.1075,36,B,Project Manager,MORTGAGE,43000.0,Fully Paid,debt_consolidation,False
28000,0.0789,36,A,Manager,MORTGAGE,230000.0,Fully Paid,credit_card,False
7500,0.1199,36,C,Truck Driver,RENT,56000.0,Fully Paid,major_purchase,False
10000,0.1367,60,C,President,RENT,41715.0,Fully Paid,credit_card,False
33800,0.2867,60,G,Paralegal,MORTGAGE,85000.0,Fully Paid,debt_consolidation,False
6000,0.0916,36,B,President,OWN,60000.0,Fully Paid,home_improvement,False
14000,0.1898999999999999,60,D,Electrician,MORTGAGE,70000.0,Charged Off,debt_consolidation,True
32000,0.1531,36,C,Sales Manager,MORTGAGE,125000.0,Fully Paid,home_improvement,False
7200,0.0975,36,B,Nurse,MORTGAGE,110000.0,Fully Paid,debt_consolidation,False
6400,0.1299,36,C,Driver,RENT,16000.0,Fully Paid,credit_card,False
35000,0.0916,36,B,Supervisor,MORTGAGE,70000.0,Fully Paid,credit_card,False
20000,0.1075,36,B,Analyst,OWN,74000.0,Charged Off,debt_consolidation,True
10200,0.1825,60,D,Branch Manager,RENT,89000.0,Fully Paid,debt_consolidation,False
28000,0.1199,60,C,Supervisor,OWN,118000.0,Fully Paid,debt_consolidation,False
9375,0.1999,60,D,Server,RENT,35000.0,Fully Paid,debt_consolidation,False
10000,0.0649,36,A,Owner,OWN,124720.0,Fully Paid,credit_card,False
7800,0.0697,36,A,Store Manager,RENT,50000.0,Fully Paid,debt_consolidation,False
25000,0.1531,60,C,Manager,MORTGAGE,72000.0,Charged Off,debt_consolidation,True
8400,0.0532,36,A,Nurse,RENT,55000.0,Fully Paid,credit_card,False
5000,0.0916,36,B,Manager,RENT,118000.0,Fully Paid,debt_consolidation,False
25000,0.1898999999999999,36,D,Store Manager,MORTGAGE,75000.0,Charged Off,credit_card,True
20000,0.0839,36,B,Director,MORTGAGE,195000.0,Fully Paid,debt_consolidation,False
15000,0.0839,36,B,Sales,RENT,110000.0,Fully Paid,debt_consolidation,False
35000,0.1075,60,B,Sales Manager,MORTGAGE,163000.0,Fully Paid,home_improvement,False
33000,0.1367,60,C,Sales,MORTGAGE,165000.0,Fully Paid,debt_consolidation,False
7000,0.0916,36,B,Teacher,MORTGAGE,82000.0,Fully Paid,home_improvement,False
8400,0.0839,36,B,Teacher,MORTGAGE,37000.0,Fully Paid,credit_card,False
6000,0.0839,36,B,Supervisor,RENT,75000.0,Fully Paid,debt_consolidation,False
40000,0.0789,60,A,Account Manager,MORTGAGE,95000.0,Fully Paid,debt_consolidation,False
20000,0.0916,36,B,Nurse,MORTGAGE,80000.0,Fully Paid,credit_card,False
7200,0.0839,36,B,Administrative Assistant,MORTGAGE,41000.0,Fully Paid,credit_card,False
10000,0.1147,36,B,Manager,MORTGAGE,52000.0,Fully Paid,debt_consolidation,False
16300,0.0839,36,B,Executive Assistant,RENT,72000.0,Fully Paid,debt_consolidation,False
19000,0.1727,36,D,Accountant,RENT,75000.0,Charged Off,debt_consolidation,True
6000,0.0975,36,B,Technician,MORTGAGE,40000.0,Fully Paid,major_purchase,False
6000,0.0916,36,B,Technician,MORTGAGE,68000.0,Fully Paid,home_improvement,False
20000,0.1075,36,B,Teacher,MORTGAGE,75000.0,Fully Paid,debt_consolidation,False
22000,0.1531,36,C,Consultant,OWN,60000.0,Fully Paid,debt_consolidation,False
5125,0.0739,36,A,Manager,RENT,59000.0,Fully Paid,credit_card,False
32000,0.0916,60,B,Truck Driver,MORTGAGE,74000.0,Fully Paid,credit_card,False
5000,0.1367,36,C,Nurse,MORTGAGE,65000.0,Fully Paid,medical,False
12000,0.0532,36,A,Engineer,MORTGAGE,133000.0,Fully Paid,debt_consolidation,False
10000,0.0697,36,A,Truck Driver,MORTGAGE,117000.0,Fully Paid,debt_consolidation,False
17000,0.0916,60,B,Supervisor,RENT,70000.0,Fully Paid,credit_card,False
17200,0.0532,36,A,Manager,MORTGAGE,104000.0,Fully Paid,debt_consolidation,False
24000,0.1446,36,C,Manager,RENT,80000.0,Charged Off,debt_consolidation,True
12450,0.1446,36,C,Operations Manager,RENT,50000.0,Fully Paid,debt_consolidation,False
10000,0.1199,36,C,Teacher,MORTGAGE,50000.0,Charged Off,debt_consolidation,True
7000,0.0916,36,B,Manager,RENT,76200.0,Fully Paid,debt_consolidation,False
9600,0.0839,36,B,President,RENT,129000.0,Fully Paid,debt_consolidation,False
14000,0.0739,36,A,Sales Manager,MORTGAGE,61000.0,Fully Paid,debt_consolidation,False
6000,0.0649,36,A,Administrator,MORTGAGE,90000.0,Fully Paid,major_purchase,False
10000,0.1299,36,C,Owner,RENT,25000.0,Fully Paid,debt_consolidation,False
20000,0.0739,36,A,Nurse,RENT,55000.0,Fully Paid,other,False
5000,0.0739,36,A,Supervisor,MORTGAGE,78000.0,Fully Paid,debt_consolidation,False
21600,0.0975,36,B,Teacher,RENT,62000.0,Fully Paid,credit_card,False
16000,0.0697,36,A,Teacher,MORTGAGE,80000.0,Fully Paid,home_improvement,False
18000,0.1727,36,D,Manager,MORTGAGE,62400.0,Charged Off,credit_card,True
21000,0.1147,36,B,General Manager,MORTGAGE,97000.0,Fully Paid,debt_consolidation,False
10000,0.0697,36,A,Store Manager,MORTGAGE,96000.0,Charged Off,debt_consolidation,True
35000,0.0697,36,A,Vice President,MORTGAGE,130000.0,Fully Paid,debt_consolidation,False
15000,0.1075,36,B,Nurse,RENT,90000.0,Charged Off,debt_consolidation,True
20000,0.1075,36,B,Accountant,MORTGAGE,213000.0,Fully Paid,home_improvement,False
9000,0.1727,36,D,Executive Assistant,MORTGAGE,56000.0,Fully Paid,debt_consolidation,False
3000,0.0839,36,B,Director,MORTGAGE,55000.0,Fully Paid,home_improvement,False
4000,0.0739,36,A,Teacher,MORTGAGE,110236.0,Fully Paid,debt_consolidation,False
8000,0.0916,36,B,Accountant,MORTGAGE,80000.0,Fully Paid,credit_card,False
16000,0.1367,36,C,Driver,MORTGAGE,80000.0,Fully Paid,debt_consolidation,False
12000,0.1075,36,B,Teacher,MORTGAGE,94000.0,Fully Paid,home_improvement,False
8000,0.1147,36,B,Project Manager,RENT,30000.0,Fully Paid,small_business,False
14000,0.0739,36,A,Nurse,MORTGAGE,99000.0,Fully Paid,credit_card,False
2500,0.0975,36,B,Manager,RENT,50000.0,Fully Paid,other,False
9600,0.0916,36,B,Driver,RENT,40000.0,Charged Off,credit_card,True
19000,0.0839,36,B,Director,MORTGAGE,150000.0,Fully Paid,debt_consolidation,False
25000,0.0739,36,A,Controller,MORTGAGE,99101.0,Charged Off,debt_consolidation,True
13000,0.1147,60,B,Driver,MORTGAGE,84000.0,Fully Paid,debt_consolidation,False
20000,0.0839,36,B,Electrician,MORTGAGE,110000.0,Fully Paid,debt_consolidation,False
16000,0.0739,36,A,Supervisor,RENT,61000.0,Fully Paid,debt_consolidation,False
18000,0.1075,36,B,Manager,OWN,80000.0,Fully Paid,debt_consolidation,False
21600,0.0739,60,A,Sales Manager,RENT,69559.14,Fully Paid,debt_consolidation,False
5000,0.0916,36,B,Teacher,OWN,49000.0,Fully Paid,debt_consolidation,False
8500,0.0975,36,B,Sales,RENT,40000.0,Charged Off,credit_card,True
13200,0.0975,60,B,Executive Assistant,RENT,92000.0,Charged Off,credit_card,True
14000,0.0739,36,A,Store Manager,MORTGAGE,32000.0,Fully Paid,credit_card,False
7500,0.0916,36,B,Sales,MORTGAGE,50000.0,Fully Paid,credit_card,False
28000,0.0789,60,A,Nurse,MORTGAGE,60000.0,Fully Paid,credit_card,False
21000,0.0739,36,A,Driver,RENT,60000.0,Charged Off,house,True
17500,0.0975,36,B,Office Manager,MORTGAGE,42500.0,Charged Off,credit_card,True
20000,0.0739,60,A,Sales Manager,MORTGAGE,105000.0,Fully Paid,debt_consolidation,False
10000,0.0532,36,A,Sales,MORTGAGE,195000.0,Fully Paid,credit_card,False
18000,0.0789,36,A,Sales,MORTGAGE,125000.0,Fully Paid,debt_consolidation,False
15000,0.1199,36,C,Manager,OWN,52000.0,Charged Off,debt_consolidation,True
15000,0.0532,36,A,Driver,MORTGAGE,94000.0,Fully Paid,home_improvement,False
3000,0.1629,36,D,Attorney,RENT,60000.0,Fully Paid,other,False
1200,0.0697,36,A,Teacher,RENT,44000.0,Charged Off,vacation,True
6400,0.1147,36,B,Manager,MORTGAGE,59441.0,Fully Paid,credit_card,False
10000,0.1147,36,B,Nurse,OWN,67000.0,Fully Paid,debt_consolidation,False
8000,0.0916,36,B,Teacher,MORTGAGE,61500.0,Fully Paid,home_improvement,False
12000,0.0532,36,A,Manager,MORTGAGE,78000.0,Fully Paid,home_improvement,False
15000,0.0739,36,A,Teacher,MORTGAGE,49197.0,Fully Paid,house,False
5000,0.1147,36,B,Nurse,MORTGAGE,99000.0,Fully Paid,other,False
17000,0.0739,60,A,Administrative Assistant,MORTGAGE,54000.0,Fully Paid,debt_consolidation,False
10000,0.0739,36,A,Manager,MORTGAGE,140000.0,Fully Paid,debt_consolidation,False
15000,0.0739,60,A,Police Officer,OWN,85000.0,Fully Paid,debt_consolidation,False
7200,0.0975,36,B,Teacher,RENT,40299.0,Fully Paid,credit_card,False
18000,0.0649,36,A,Owner,MORTGAGE,63400.0,Fully Paid,debt_consolidation,False
40000,0.0789,36,A,Teacher,MORTGAGE,138000.0,Fully Paid,debt_consolidation,False
6400,0.0975,36,B,Owner,RENT,86000.0,Fully Paid,debt_consolidation,False
6000,0.0649,36,A,Driver,MORTGAGE,65000.0,Fully Paid,home_improvement,False
3000,0.1147,36,B,Teacher,MORTGAGE,79500.0,Fully Paid,home_improvement,False
4300,0.1075,36,B,Driver,MORTGAGE,70000.0,Fully Paid,credit_card,False
25000,0.1147,36,B,Vice President,MORTGAGE,200000.0,Fully Paid,credit_card,False
10000,0.0839,36,B,Teacher,MORTGAGE,45000.0,Fully Paid,credit_card,False
2500,0.0789,36,A,Truck Driver,MORTGAGE,80000.0,Fully Paid,home_improvement,False
11000,0.1075,60,B,Manager,MORTGAGE,85000.0,Charged Off,debt_consolidation,True
7200,0.1075,36,B,Project Manager,RENT,100000.0,Fully Paid,debt_consolidation,False
31000,0.0739,60,A,Director,MORTGAGE,135000.0,Fully Paid,home_improvement,False
17000,0.0789,36,A,Supervisor,RENT,135000.0,Fully Paid,debt_consolidation,False
12000,0.1147,36,B,Manager,RENT,75000.0,Fully Paid,credit_card,False
2000,0.0739,36,A,Driver,MORTGAGE,75000.0,Fully Paid,vacation,False
9000,0.0916,36,B,Driver,MORTGAGE,56000.0,Charged Off,other,True
25000,0.0839,60,B,Sales,MORTGAGE,150000.0,Fully Paid,home_improvement,False
14400,0.0739,36,A,Project Manager,OWN,82000.0,Fully Paid,home_improvement,False
1000,0.1199,36,C,Teacher,MORTGAGE,60000.0,Fully Paid,credit_card,False
12000,0.0916,36,B,Mechanic,RENT,40000.0,Charged Off,debt_consolidation,True
13000,0.0789,60,A,Sales,MORTGAGE,65000.0,Fully Paid,debt_consolidation,False
8000,0.0975,36,B,Teacher,OWN,25000.0,Fully Paid,debt_consolidation,False
7000,0.1147,36,B,Teacher,RENT,63000.0,Fully Paid,debt_consolidation,False
25000,0.1147,60,B,Driver,MORTGAGE,105000.0,Charged Off,debt_consolidation,True
4200,0.1629,36,D,Nurse,MORTGAGE,122000.0,Fully Paid,other,False
2500,0.0739,36,A,President,RENT,30000.0,Fully Paid,other,False
25000,0.0975,36,B,Operations Manager,OWN,84000.0,Fully Paid,debt_consolidation,False
12000,0.1999,60,D,Analyst,RENT,52000.0,Fully Paid,other,False
8000,0.1147,36,B,Nurse,RENT,50000.0,Fully Paid,credit_card,False
4000,0.1629,36,D,Office Manager,RENT,60000.0,Fully Paid,debt_consolidation,False
24000,0.0839,60,B,Controller,MORTGAGE,125000.0,Fully Paid,debt_consolidation,False
20000,0.0739,36,A,Sales,RENT,190000.0,Fully Paid,debt_consolidation,False
10000,0.0789,60,A,Nurse,MORTGAGE,63000.0,Fully Paid,car,False
25000,0.0532,36,A,Owner,OWN,160000.0,Fully Paid,major_purchase,False
10400,0.0739,36,A,Accountant,MORTGAGE,60000.0,Fully Paid,credit_card,False
35000,0.1898999999999999,36,D,Teacher,OWN,35000.0,Fully Paid,credit_card,False
20000,0.0789,36,A,Manager,MORTGAGE,125000.0,Fully Paid,medical,False
9600,0.1147,36,B,Office Manager,RENT,51000.0,Fully Paid,other,False
6000,0.0649,36,A,Owner,RENT,130000.0,Fully Paid,credit_card,False
1675,0.0789,36,A,Truck Driver,OWN,54000.0,Fully Paid,vacation,False
40000,0.0975,36,B,Analyst,RENT,130000.0,Fully Paid,credit_card,False
12000,0.0975,60,B,Sales Manager,MORTGAGE,70000.0,Fully Paid,debt_consolidation,False
10000,0.0697,36,A,Manager,OWN,25000.0,Fully Paid,credit_card,False
10000,0.0975,36,B,Teacher,RENT,43000.0,Charged Off,debt_consolidation,True
16000,0.0975,36,B,Manager,RENT,76000.0,Fully Paid,home_improvement,False
10000,0.0916,36,B,Driver,RENT,160754.32,Fully Paid,major_purchase,False
12000,0.1075,36,B,Nurse,OWN,70000.0,Fully Paid,credit_card,False
9000,0.0789,36,A,Teacher,RENT,52500.0,Fully Paid,debt_consolidation,False
22700,0.1199,36,C,Sales,MORTGAGE,70000.0,Fully Paid,debt_consolidation,False
11200,0.0697,36,A,Police Officer,MORTGAGE,82000.0,Fully Paid,debt_consolidation,False
15000,0.1075,36,B,Project Manager,RENT,50000.0,Fully Paid,debt_consolidation,False
20000,0.1199,36,C,Assistant Manager,OWN,53000.0,Fully Paid,debt_consolidation,False
24000,0.0839,60,B,Branch Manager,MORTGAGE,116000.0,Fully Paid,debt_consolidation,False
2000,0.0649,36,A,Software Engineer,RENT,105000.0,Fully Paid,credit_card,False
4000,0.1147,36,B,Account Manager,RENT,42000.0,Fully Paid,medical,False
14400,0.0739,36,A,Nurse,MORTGAGE,58000.0,Charged Off,debt_consolidation,True
15000,0.1147,36,B,Nurse,RENT,78600.0,Charged Off,debt_consolidation,True
24000,0.0789,60,A,Driver,RENT,78000.0,Fully Paid,debt_consolidation,False
19000,0.0739,36,A,Foreman,MORTGAGE,69000.0,Fully Paid,debt_consolidation,False
14000,0.0532,36,A,Software Engineer,MORTGAGE,86000.0,Fully Paid,home_improvement,False
10000,0.1199,36,C,Analyst,MORTGAGE,85000.0,Fully Paid,credit_card,False
10000,0.0839,36,B,Paralegal,RENT,54000.0,Fully Paid,debt_consolidation,False
8000,0.0739,36,A,Teacher,RENT,41000.0,Fully Paid,debt_consolidation,False
3300,0.1075,36,B,Office Manager,MORTGAGE,35000.0,Charged Off,debt_consolidation,True
6000,0.0649,36,A,Controller,MORTGAGE,80000.0,Fully Paid,debt_consolidation,False
4000,0.1199,36,C,Truck Driver,MORTGAGE,48000.0,Fully Paid,debt_consolidation,False
10000,0.0739,36,A,Accountant,MORTGAGE,60000.0,Fully Paid,credit_card,False
25000,0.0532,36,A,Attorney,OWN,112000.0,Fully Paid,credit_card,False
27000,0.0697,36,A,Sales,MORTGAGE,100000.0,Fully Paid,debt_consolidation,False
18000,0.0975,60,B,Sales,MORTGAGE,96000.0,Fully Paid,home_improvement,False
10000,0.0532,36,A,Nurse,MORTGAGE,84000.0,Fully Paid,debt_consolidation,False
13000,0.1147,36,B,General Manager,OWN,52000.0,Charged Off,debt_consolidation,True
29275,0.1367,36,C,Supervisor,RENT,89000.0,Fully Paid,debt_consolidation,False
15000,0.0975,36,B,Accountant,RENT,41300.0,Fully Paid,credit_card,False
40000,0.1147,36,B,Supervisor,MORTGAGE,165000.0,Fully Paid,debt_consolidation,False
12000,0.0789,36,A,Accountant,OWN,85000.0,Fully Paid,car,False
28000,0.0839,60,B,Sales,MORTGAGE,175000.0,Fully Paid,debt_consolidation,False
15000,0.1075,36,B,Teacher,MORTGAGE,80000.0,Fully Paid,debt_consolidation,False
8075,0.1075,36,B,Attorney,RENT,150000.0,Fully Paid,debt_consolidation,False
7000,0.1299,36,C,General Manager,RENT,65000.0,Charged Off,debt_consolidation,True
25000,0.0532,36,A,Engineer,MORTGAGE,108000.0,Fully Paid,credit_card,False
12000,0.0649,36,A,Sales,RENT,150000.0,Fully Paid,debt_consolidation,False
19200,0.1147,36,B,Operations Manager,RENT,103000.0,Fully Paid,debt_consolidation,False
6575,0.1446,36,C,CEO,MORTGAGE,160000.0,Fully Paid,debt_consolidation,False
16575,0.0532,36,A,Police Officer,MORTGAGE,125000.0,Fully Paid,debt_consolidation,False
20000,0.0739,60,A,Teacher,OWN,46000.0,Fully Paid,debt_consolidation,False
35000,0.0916,36,B,Sales,MORTGAGE,134000.0,Charged Off,debt_consolidation,True
12000,0.0975,36,B,Manager,OWN,40000.0,Fully Paid,debt_consolidation,False
4000,0.0789,36,A,Teacher,OWN,63000.0,Fully Paid,other,False
9000,0.0916,36,B,Assistant Manager,RENT,32640.0,Fully Paid,debt_consolidation,False
17000,0.0739,36,A,Teacher,OWN,85000.0,Fully Paid,home_improvement,False
16000,0.1075,36,B,Branch Manager,MORTGAGE,73000.0,Fully Paid,debt_consolidation,False
8000,0.0739,36,A,Owner,MORTGAGE,78000.0,Fully Paid,home_improvement,False
16175,0.1999,36,D,Truck Driver,RENT,50000.0,Fully Paid,debt_consolidation,False
10000,0.0839,60,B,Manager,MORTGAGE,95000.0,Fully Paid,debt_consolidation,False
32000,0.0789,36,A,Police Officer,MORTGAGE,70000.0,Charged Off,debt_consolidation,True
10800,0.0739,60,A,Owner,RENT,44000.0,Charged Off,debt_consolidation,True
12000,0.0916,36,B,Truck Driver,MORTGAGE,54000.0,Fully Paid,other,False
22100,0.2544,36,F,Supervisor,MORTGAGE,68400.0,Charged Off,debt_consolidation,True
25000,0.0697,36,A,Owner,MORTGAGE,125000.0,Fully Paid,debt_consolidation,False
4000,0.1075,36,B,Office Manager,OWN,29000.0,Fully Paid,major_purchase,False
12000,0.0739,60,A,Technician,MORTGAGE,55000.0,Fully Paid,home_improvement,False
15000,0.0839,36,B,Supervisor,RENT,52000.0,Charged Off,debt_consolidation,True
12000,0.0916,36,B,Office Manager,MORTGAGE,52000.0,Fully Paid,debt_consolidation,False
28000,0.0697,36,A,Director,MORTGAGE,285000.0,Fully Paid,credit_card,False
7500,0.0532,36,A,Account Manager,RENT,110000.0,Fully Paid,major_purchase,False
10000,0.0975,36,B,Police Officer,RENT,45000.0,Charged Off,debt_consolidation,True
10300,0.1075,36,B,Owner,OWN,43500.0,Fully Paid,debt_consolidation,False
20000,0.1147,36,B,Manager,MORTGAGE,54000.0,Charged Off,credit_card,True
30000,0.0789,36,A,Nurse,RENT,115000.0,Fully Paid,debt_consolidation,False
12000,0.1446,36,C,Project Manager,RENT,57000.0,Charged Off,house,True
7000,0.0975,36,B,Teacher,MORTGAGE,41000.0,Fully Paid,debt_consolidation,False
15800,0.0975,36,B,Assistant Manager,MORTGAGE,43000.0,Fully Paid,debt_consolidation,False
18000,0.0789,60,A,Manager,MORTGAGE,121100.0,Fully Paid,other,False
10000,0.0975,36,B,Assistant Manager,RENT,25000.0,Fully Paid,debt_consolidation,False
20000,0.0739,60,A,Nurse,MORTGAGE,140000.0,Fully Paid,credit_card,False
3500,0.1147,36,B,Technician,MORTGAGE,68000.0,Charged Off,other,True
15000,0.0739,36,A,Nurse,MORTGAGE,74000.0,Fully Paid,debt_consolidation,False
4200,0.0739,36,A,Supervisor,RENT,34500.0,Fully Paid,debt_consolidation,False
5000,0.0839,36,B,Analyst,RENT,75000.0,Fully Paid,debt_consolidation,False
5000,0.0739,36,A,Supervisor,RENT,110000.0,Fully Paid,debt_consolidation,False
7500,0.0739,36,A,Electrician,MORTGAGE,75000.0,Fully Paid,other,False
14000,0.1199,36,C,Supervisor,RENT,45000.0,Fully Paid,debt_consolidation,False
8000,0.0916,36,B,Accountant,RENT,60000.0,Charged Off,debt_consolidation,True
6000,0.0839,36,B,Owner,MORTGAGE,100000.0,Charged Off,other,True
25000,0.0649,36,A,Program Manager,MORTGAGE,165500.0,Fully Paid,debt_consolidation,False
15000,0.1075,36,B,General Manager,MORTGAGE,66560.0,Fully Paid,debt_consolidation,False
12000,0.1075,36,B,Nurse,RENT,50000.0,Fully Paid,debt_consolidation,False
10000,0.0532,36,A,Software Engineer,MORTGAGE,200000.0,Fully Paid,home_improvement,False
10000,0.0649,36,A,Office Manager,OWN,53700.0,Fully Paid,debt_consolidation,False
5000,0.1147,36,B,Teacher,RENT,66900.0,Charged Off,other,True
12000,0.1147,36,B,Supervisor,MORTGAGE,100000.0,Fully Paid,debt_consolidation,False
22400,0.0916,60,B,Operations Manager,MORTGAGE,68000.0,Charged Off,home_improvement,True
11200,0.1629,36,D,Manager,MORTGAGE,32000.0,Fully Paid,debt_consolidation,False
12000,0.1629,36,D,Nurse,RENT,107000.0,Charged Off,debt_consolidation,True
14000,0.1199,36,C,Store Manager,OWN,54000.0,Fully Paid,debt_consolidation,False
25000,0.0532,36,A,Program Manager,RENT,235000.0,Fully Paid,debt_consolidation,False
8000,0.1147,36,B,Project Manager,RENT,48000.0,Charged Off,debt_consolidation,True
8000,0.0697,36,A,Consultant,RENT,75000.0,Fully Paid,debt_consolidation,False
25000,0.0789,36,A,Owner,OWN,106250.0,Fully Paid,credit_card,False
10000,0.0975,36,B,Manager,MORTGAGE,59000.0,Fully Paid,debt_consolidation,False
24000,0.0532,36,A,Engineer,MORTGAGE,160000.0,Fully Paid,credit_card,False
19000,0.0739,36,A,Supervisor,MORTGAGE,72000.0,Fully Paid,debt_consolidation,False
24000,0.1446,36,C,Engineer,MORTGAGE,120000.0,Fully Paid,debt_consolidation,False
35000,0.1075,60,B,Controller,MORTGAGE,115000.0,Fully Paid,home_improvement,False
